"","flight_id","site_veg","site_name","veg_type","file_path","object_name","sensor","date","mean_NDVI"
"90","LC080670112017071701T1-SC20200818092422","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017071701T1-SC20200818092422/LC08_L1TP_067011_20170717_20170727_01_T1_ndvi.tif","LC080670112017071701T1-SC20200818092422","Landsat8","2017-07-17",0.701027943028344
"91","LC080670112017071701T1-SC20200818092422","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017071701T1-SC20200818092422/LC08_L1TP_067011_20170717_20170727_01_T1_ndvi.tif","LC080670112017071701T1-SC20200818092422","Landsat8","2017-07-17",0.661180574446917
"92","LC080670112017071701T1-SC20200818092422","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017071701T1-SC20200818092422/LC08_L1TP_067011_20170717_20170727_01_T1_ndvi.tif","LC080670112017071701T1-SC20200818092422","Landsat8","2017-07-17",0.664110163847605
"93","LC080670112017071701T1-SC20200818092422","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017071701T1-SC20200818092422/LC08_L1TP_067011_20170717_20170727_01_T1_ndvi.tif","LC080670112017071701T1-SC20200818092422","Landsat8","2017-07-17",0.636612754315138
"94","LC080670112017071701T1-SC20200818092422","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017071701T1-SC20200818092422/LC08_L1TP_067011_20170717_20170727_01_T1_ndvi.tif","LC080670112017071701T1-SC20200818092422","Landsat8","2017-07-17",0.680970614155134
"95","LC080670112017071701T1-SC20200818092422","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017071701T1-SC20200818092422/LC08_L1TP_067011_20170717_20170727_01_T1_ndvi.tif","LC080670112017071701T1-SC20200818092422","Landsat8","2017-07-17",0.63135939463973
"96","LC080670112017071701T1-SC20200818092422","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080670112017071701T1-SC20200818092422/LC08_L1TP_067011_20170717_20170727_01_T1_ndvi.tif","LC080670112017071701T1-SC20200818092422","Landsat8","2017-07-17",0.648985713720322
"97","LC080680112017060601T1-SC20200818085941","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017060601T1-SC20200818085941/LC08_L1TP_068011_20170606_20170616_01_T1_ndvi.tif","LC080680112017060601T1-SC20200818085941","Landsat8","2017-06-06",0.356722548604012
"98","LC080680112017060601T1-SC20200818085941","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017060601T1-SC20200818085941/LC08_L1TP_068011_20170606_20170616_01_T1_ndvi.tif","LC080680112017060601T1-SC20200818085941","Landsat8","2017-06-06",0.372160133388307
"99","LC080680112017060601T1-SC20200818085941","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017060601T1-SC20200818085941/LC08_L1TP_068011_20170606_20170616_01_T1_ndvi.tif","LC080680112017060601T1-SC20200818085941","Landsat8","2017-06-06",0.357090579345822
"100","LC080680112017060601T1-SC20200818085941","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017060601T1-SC20200818085941/LC08_L1TP_068011_20170606_20170616_01_T1_ndvi.tif","LC080680112017060601T1-SC20200818085941","Landsat8","2017-06-06",0.384274738530318
"101","LC080680112017060601T1-SC20200818085941","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017060601T1-SC20200818085941/LC08_L1TP_068011_20170606_20170616_01_T1_ndvi.tif","LC080680112017060601T1-SC20200818085941","Landsat8","2017-06-06",0.388654194772243
"102","LC080680112017060601T1-SC20200818085941","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017060601T1-SC20200818085941/LC08_L1TP_068011_20170606_20170616_01_T1_ndvi.tif","LC080680112017060601T1-SC20200818085941","Landsat8","2017-06-06",0.423169759412607
"103","LC080680112017060601T1-SC20200818085941","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017060601T1-SC20200818085941/LC08_L1TP_068011_20170606_20170616_01_T1_ndvi.tif","LC080680112017060601T1-SC20200818085941","Landsat8","2017-06-06",0.412410026416183
"104","LC080680112017060601T1-SC20200818085941","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017060601T1-SC20200818085941/LC08_L1TP_068011_20170606_20170616_01_T1_ndvi.tif","LC080680112017060601T1-SC20200818085941","Landsat8","2017-06-06",0.38840981759131
"105","LC080680112017062201T1-SC20200818085958","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017062201T1-SC20200818085958/LC08_L1TP_068011_20170622_20170630_01_T1_ndvi.tif","LC080680112017062201T1-SC20200818085958","Landsat8","2017-06-22",0.48788691063722
"106","LC080680112017062201T1-SC20200818085958","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017062201T1-SC20200818085958/LC08_L1TP_068011_20170622_20170630_01_T1_ndvi.tif","LC080680112017062201T1-SC20200818085958","Landsat8","2017-06-22",0.50931418604321
"107","LC080680112017062201T1-SC20200818085958","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017062201T1-SC20200818085958/LC08_L1TP_068011_20170622_20170630_01_T1_ndvi.tif","LC080680112017062201T1-SC20200818085958","Landsat8","2017-06-22",0.471098408102989
"108","LC080680112017062201T1-SC20200818085958","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017062201T1-SC20200818085958/LC08_L1TP_068011_20170622_20170630_01_T1_ndvi.tif","LC080680112017062201T1-SC20200818085958","Landsat8","2017-06-22",0.500214636325836
"109","LC080680112017062201T1-SC20200818085958","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017062201T1-SC20200818085958/LC08_L1TP_068011_20170622_20170630_01_T1_ndvi.tif","LC080680112017062201T1-SC20200818085958","Landsat8","2017-06-22",0.460388194769621
"110","LC080680112017062201T1-SC20200818085958","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017062201T1-SC20200818085958/LC08_L1TP_068011_20170622_20170630_01_T1_ndvi.tif","LC080680112017062201T1-SC20200818085958","Landsat8","2017-06-22",0.535421003897985
"111","LC080680112017062201T1-SC20200818085958","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017062201T1-SC20200818085958/LC08_L1TP_068011_20170622_20170630_01_T1_ndvi.tif","LC080680112017062201T1-SC20200818085958","Landsat8","2017-06-22",0.470090581104159
"112","LC080680112017062201T1-SC20200818085958","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017062201T1-SC20200818085958/LC08_L1TP_068011_20170622_20170630_01_T1_ndvi.tif","LC080680112017062201T1-SC20200818085958","Landsat8","2017-06-22",0.481972474604845
"113","LC080680112017070801T1-SC20200818085952","PS1_HER","PS1","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017070801T1-SC20200818085952/LC08_L1TP_068011_20170708_20170717_01_T1_ndvi.tif","LC080680112017070801T1-SC20200818085952","Landsat8","2017-07-08",0.61946036418279
"114","LC080680112017070801T1-SC20200818085952","PS1_KOM","PS1","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017070801T1-SC20200818085952/LC08_L1TP_068011_20170708_20170717_01_T1_ndvi.tif","LC080680112017070801T1-SC20200818085952","Landsat8","2017-07-08",0.644141376018524
"115","LC080680112017070801T1-SC20200818085952","PS2_HER","PS2","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017070801T1-SC20200818085952/LC08_L1TP_068011_20170708_20170717_01_T1_ndvi.tif","LC080680112017070801T1-SC20200818085952","Landsat8","2017-07-08",0.608887724578381
"116","LC080680112017070801T1-SC20200818085952","PS2_KOM","PS2","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017070801T1-SC20200818085952/LC08_L1TP_068011_20170708_20170717_01_T1_ndvi.tif","LC080680112017070801T1-SC20200818085952","Landsat8","2017-07-08",0.612554530302683
"117","LC080680112017070801T1-SC20200818085952","PS3_HER","PS3","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017070801T1-SC20200818085952/LC08_L1TP_068011_20170708_20170717_01_T1_ndvi.tif","LC080680112017070801T1-SC20200818085952","Landsat8","2017-07-08",0.595726519823074
"118","LC080680112017070801T1-SC20200818085952","PS3_KOM","PS3","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017070801T1-SC20200818085952/LC08_L1TP_068011_20170708_20170717_01_T1_ndvi.tif","LC080680112017070801T1-SC20200818085952","Landsat8","2017-07-08",0.648703227440516
"119","LC080680112017070801T1-SC20200818085952","PS4_HER","PS4","HER","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017070801T1-SC20200818085952/LC08_L1TP_068011_20170708_20170717_01_T1_ndvi.tif","LC080680112017070801T1-SC20200818085952","Landsat8","2017-07-08",0.595711007714272
"120","LC080680112017070801T1-SC20200818085952","PS4_KOM","PS4","KOM","/Volumes/BowheadRdge/phen_time_series/L8/2017/LC080680112017070801T1-SC20200818085952/LC08_L1TP_068011_20170708_20170717_01_T1_ndvi.tif","LC080680112017070801T1-SC20200818085952","Landsat8","2017-07-08",0.609050322324038
