year,id,longitude,latitude,DOY,EVI,NDVI,SummaryQA,DetailedQA
2012,_03_21,-138.8649453,69.57564165,81,-291,-194,2,20757
2010,_03_22,-138.8716827,69.58237901,81,-815,-527,2,20497
2012,_03_21,-138.8716827,69.58237901,81,-429,-281,3,4370
2017,_03_22,-138.8716827,69.58237901,81,-417,-277,2,20757
2010,_03_22,-138.9233358,69.58911638,81,-842,-531,2,20497
2011,_03_22,-138.9233358,69.58911638,81,-729,-453,2,20497
2000,_03_21,-138.8671911,69.57564165,82,-634,-409,3,4370
2007,_03_22,-138.8671911,69.57564165,82,-369,-227,3,4370
2000,_03_21,-138.8649453,69.57564165,82,-634,-409,3,4370
2007,_03_22,-138.8649453,69.57564165,82,-369,-227,3,4370
2004,_03_21,-138.8694369,69.58013323,82,-883,-616,3,4110
2015,_03_22,-138.9165984,69.58237901,82,-536,-335,2,20497
2004,_03_21,-138.8716827,69.58237901,82,-866,-602,3,4110
2016,_03_21,-138.9188442,69.5846248,82,-657,-404,2,20497
2016,_03_21,-138.9278274,69.58687059,82,-657,-404,2,20497
2016,_03_21,-138.9233358,69.58911638,82,-682,-428,2,20497
2017,_03_22,-138.9233358,69.58911638,82,-559,-368,2,20497
2006,_03_22,-138.9165984,69.58237901,83,-601,-421,3,4370
2013,_03_22,-138.9165984,69.58237901,83,-410,-256,2,20757
2013,_03_22,-138.8716827,69.58237901,83,-579,-378,2,20757
2001,_03_22,-138.9188442,69.5846248,83,-487,-297,2,20497
2001,_03_22,-138.9278274,69.58687059,83,-487,-297,2,20497
2013,_03_22,-138.9233358,69.58911638,83,-462,-288,2,20497
2005,_03_22,-138.8671911,69.57564165,84,-558,-373,3,4110
2010,_03_22,-138.8671911,69.57564165,84,-696,-438,2,20497
2005,_03_22,-138.8649453,69.57564165,84,-558,-373,3,4110
2010,_03_22,-138.8649453,69.57564165,84,-696,-438,2,20497
2010,_03_22,-138.8694369,69.58013323,84,-785,-492,2,20497
2004,_03_21,-138.9165984,69.58237901,84,-542,-337,3,4370
2010,_03_22,-138.9165984,69.58237901,84,-622,-385,2,20497
2005,_03_22,-138.8716827,69.58237901,84,-558,-384,3,4110
2005,_03_22,-138.9188442,69.5846248,84,-699,-470,3,4110
2006,_03_22,-138.9188442,69.5846248,84,-538,-352,2,20757
2010,_03_22,-138.9188442,69.5846248,84,-745,-462,2,20497
2005,_03_22,-138.9278274,69.58687059,84,-699,-470,3,4110
2006,_03_22,-138.9278274,69.58687059,84,-538,-352,2,20757
2010,_03_22,-138.9278274,69.58687059,84,-745,-462,2,20497
2017,_03_22,-138.8671911,69.57564165,85,-345,-219,2,20757
2017,_03_22,-138.8649453,69.57564165,85,-345,-219,2,20757
2017,_03_22,-138.8694369,69.58013323,85,-413,-258,2,20757
2009,_03_22,-138.9188442,69.5846248,85,-941,-691,3,4110
2009,_03_22,-138.9278274,69.58687059,85,-941,-691,3,4110
2007,_03_22,-138.8694369,69.58013323,87,-609,-382,2,20757
2007,_03_22,-138.9165984,69.58237901,87,-513,-318,2,20757
2007,_03_22,-138.9188442,69.5846248,87,-603,-371,2,20497
2007,_03_22,-138.9278274,69.58687059,87,-603,-371,2,20497
2007,_03_22,-138.9233358,69.58911638,87,-628,-390,2,20497
2012,_03_21,-138.9233358,69.58911638,87,-283,-173,3,4110
2002,_03_22,-138.8671911,69.57564165,88,-402,-247,2,20757
2002,_03_22,-138.8649453,69.57564165,88,-402,-247,2,20757
2002,_03_22,-138.8694369,69.58013323,88,-472,-292,2,20757
2009,_03_22,-138.8694369,69.58013323,88,-594,-373,2,20757
2002,_03_22,-138.9165984,69.58237901,88,-551,-348,2,20757
2002,_03_22,-138.8716827,69.58237901,88,-609,-390,2,20757
2009,_03_22,-138.8716827,69.58237901,88,-730,-467,2,20757
2002,_03_22,-138.9188442,69.5846248,88,-446,-274,2,20757
2002,_03_22,-138.9278274,69.58687059,88,-446,-274,2,20757
2002,_03_22,-138.9233358,69.58911638,88,-499,-310,2,20497
2001,_03_22,-138.8694369,69.58013323,89,-549,-340,2,53533
2005,_03_22,-138.8694369,69.58013323,89,NA,NA,2,20757
2007,_03_22,-138.8716827,69.58237901,89,-850,-590,2,20757
2005,_03_22,-138.9233358,69.58911638,89,-599,-368,2,20497
2009,_03_22,-138.9233358,69.58911638,89,-623,-389,3,2062
2012,_03_21,-138.8694369,69.58013323,90,-373,-233,3,4114
2015,_03_22,-138.8694369,69.58013323,90,-521,-330,2,20497
2012,_03_21,-138.9165984,69.58237901,90,-312,-194,3,4114
2012,_03_21,-138.9188442,69.5846248,90,-371,-235,3,4114
2013,_03_22,-138.9188442,69.5846248,90,-534,-329,2,18449
2014,_03_22,-138.9188442,69.5846248,90,-709,-437,2,20497
2012,_03_21,-138.9278274,69.58687059,90,-371,-235,3,4114
2013,_03_22,-138.9278274,69.58687059,90,-534,-329,2,18449
2014,_03_22,-138.9278274,69.58687059,90,-709,-437,2,20497
2001,_03_22,-138.8671911,69.57564165,91,-620,-387,2,20757
2006,_03_22,-138.8671911,69.57564165,91,-363,-222,2,20761
2008,_03_21,-138.8671911,69.57564165,91,-546,-342,2,20757
2013,_03_22,-138.8671911,69.57564165,91,-318,-210,3,4110
2015,_03_22,-138.8671911,69.57564165,91,-518,-329,2,20497
2001,_03_22,-138.8649453,69.57564165,91,-620,-387,2,20757
2006,_03_22,-138.8649453,69.57564165,91,-363,-222,2,20761
2008,_03_21,-138.8649453,69.57564165,91,-546,-342,2,20757
2013,_03_22,-138.8649453,69.57564165,91,-318,-210,3,4110
2015,_03_22,-138.8649453,69.57564165,91,-518,-329,2,20497
2006,_03_22,-138.8694369,69.58013323,91,-583,-367,2,20757
2008,_03_21,-138.8694369,69.58013323,91,-552,-341,2,20497
2001,_03_22,-138.9165984,69.58237901,91,-571,-354,2,20757
2008,_03_21,-138.9165984,69.58237901,91,-549,-343,2,20497
2006,_03_22,-138.8716827,69.58237901,91,-542,-347,2,20761
2015,_03_22,-138.8716827,69.58237901,91,-605,-391,2,20497
2008,_03_21,-138.9188442,69.5846248,91,-517,-318,2,20497
2015,_03_22,-138.9188442,69.5846248,91,-564,-350,2,20497
2008,_03_21,-138.9278274,69.58687059,91,-517,-318,2,20497
2015,_03_22,-138.9278274,69.58687059,91,-564,-350,2,20497
2006,_03_22,-138.9233358,69.58911638,91,-622,-388,2,20757
2008,_03_21,-138.9233358,69.58911638,91,-578,-359,2,20497
2003,_03_22,-138.8671911,69.57564165,92,-471,-296,2,20497
2003,_03_22,-138.8649453,69.57564165,92,-471,-296,2,20497
2000,_03_21,-138.8694369,69.58013323,92,-515,-325,3,4114
2003,_03_22,-138.8694369,69.58013323,92,-501,-315,2,20497
2013,_03_22,-138.8694369,69.58013323,92,-441,-279,2,20757
2000,_03_21,-138.9165984,69.58237901,92,-654,-420,3,4110
2003,_03_22,-138.9165984,69.58237901,92,-453,-283,2,20497
2000,_03_21,-138.8716827,69.58237901,92,-671,-438,3,4110
2003,_03_22,-138.8716827,69.58237901,92,-619,-404,2,20497
2008,_03_21,-138.8716827,69.58237901,92,-662,-428,2,20757
2000,_03_21,-138.9188442,69.5846248,92,-561,-359,3,4114
2000,_03_21,-138.9278274,69.58687059,92,-561,-359,3,4114
2014,_03_22,-138.8671911,69.57564165,93,-641,-405,2,20497
2014,_03_22,-138.8649453,69.57564165,93,-641,-405,2,20497
2014,_03_22,-138.8694369,69.58013323,93,-680,-433,2,20497
2014,_03_22,-138.9165984,69.58237901,93,-600,-373,2,20497
2014,_03_22,-138.8716827,69.58237901,93,-780,-504,2,20497
2003,_03_22,-138.9188442,69.5846248,93,-516,-320,2,20497
2017,_03_22,-138.9188442,69.5846248,93,-456,-300,3,4110
2003,_03_22,-138.9278274,69.58687059,93,-516,-320,2,20497
2017,_03_22,-138.9278274,69.58687059,93,-456,-300,3,4110
2003,_03_22,-138.9233358,69.58911638,93,-553,-345,2,20497
2011,_03_22,-138.8694369,69.58013323,94,-727,-448,2,20497
2017,_03_22,-138.9165984,69.58237901,94,-396,-258,3,4114
2001,_03_22,-138.8716827,69.58237901,94,-645,-421,2,20761
2011,_03_22,-138.9188442,69.5846248,94,-765,-472,2,20497
2011,_03_22,-138.9278274,69.58687059,94,-765,-472,2,20497
2004,_03_21,-138.8671911,69.57564165,95,-639,-398,2,20757
2009,_03_22,-138.8671911,69.57564165,95,-407,-252,2,20757
2004,_03_21,-138.8649453,69.57564165,95,-639,-398,2,20757
2009,_03_22,-138.8649453,69.57564165,95,-407,-252,2,20757
2009,_03_22,-138.9165984,69.58237901,95,-497,-311,2,20757
2004,_03_21,-138.9188442,69.5846248,95,-752,-466,2,20497
2004,_03_21,-138.9278274,69.58687059,95,-752,-466,2,20497
2000,_03_21,-138.9233358,69.58911638,95,-568,-348,2,20497
2001,_03_22,-138.9233358,69.58911638,95,-600,-376,2,20757
2004,_03_21,-138.9233358,69.58911638,95,-691,-427,2,20497
2011,_03_22,-138.8671911,69.57564165,96,-751,-478,2,20497
2016,_03_21,-138.8671911,69.57564165,96,-656,-415,2,20497
2011,_03_22,-138.8649453,69.57564165,96,-751,-478,2,20497
2016,_03_21,-138.8649453,69.57564165,96,-656,-415,2,20497
2016,_03_21,-138.8694369,69.58013323,96,-679,-428,2,20497
2011,_03_22,-138.9165984,69.58237901,96,-623,-387,2,20497
2016,_03_21,-138.9165984,69.58237901,96,-649,-403,2,20497
2011,_03_22,-138.8716827,69.58237901,96,-774,-499,2,20497
2016,_03_21,-138.8716827,69.58237901,96,-754,-488,2,20497
2014,_03_22,-138.9233358,69.58911638,96,-693,-429,2,20497
2015,_03_22,-138.9233358,69.58911638,96,-685,-429,2,20497
2001,_04_07,-138.8671911,69.57564165,98,-712,-443,2,20497
2001,_04_07,-138.8649453,69.57564165,98,-712,-443,2,20497
2015,_04_07,-138.9165984,69.58237901,98,-875,-566,2,20497
2015,_04_07,-138.8716827,69.58237901,98,-780,-497,2,20497
2012,_04_06,-138.8671911,69.57564165,100,-236,-150,3,4114
2012,_04_06,-138.8649453,69.57564165,100,-236,-150,3,4114
2012,_04_06,-138.9165984,69.58237901,100,-202,-128,3,4114
2016,_04_06,-138.8671911,69.57564165,101,-731,-460,2,20497
2016,_04_06,-138.8649453,69.57564165,101,-731,-460,2,20497
2016,_04_06,-138.8694369,69.58013323,101,-688,-434,2,20497
2017,_04_07,-138.8694369,69.58013323,101,-376,-244,2,20497
2016,_04_06,-138.9165984,69.58237901,101,-707,-442,2,20497
2017,_04_07,-138.9165984,69.58237901,101,-370,-237,2,20497
2007,_04_07,-138.8716827,69.58237901,101,-536,-341,3,4370
2006,_04_07,-138.9188442,69.5846248,101,-287,-176,3,4114
2016,_04_06,-138.9188442,69.5846248,101,-788,-489,2,20497
2017,_04_07,-138.9188442,69.5846248,101,-364,-229,2,20497
2006,_04_07,-138.9278274,69.58687059,101,-287,-176,3,4114
2016,_04_06,-138.9278274,69.58687059,101,-788,-489,2,20497
2017,_04_07,-138.9278274,69.58687059,101,-364,-229,2,20497
2000,_04_06,-138.9233358,69.58911638,101,-625,-386,2,20497
2006,_04_07,-138.9233358,69.58911638,101,-297,-184,3,4114
2016,_04_06,-138.9233358,69.58911638,101,-724,-453,2,20497
2004,_04_06,-138.8671911,69.57564165,102,-569,-356,2,20757
2010,_04_07,-138.8671911,69.57564165,102,-566,-358,2,20497
2014,_04_07,-138.8671911,69.57564165,102,-614,-386,2,20497
2004,_04_06,-138.8649453,69.57564165,102,-569,-356,2,20757
2010,_04_07,-138.8649453,69.57564165,102,-566,-358,2,20497
2014,_04_07,-138.8649453,69.57564165,102,-614,-386,2,20497
2010,_04_07,-138.8694369,69.58013323,102,-585,-369,2,20497
2014,_04_07,-138.8694369,69.58013323,102,-608,-382,2,20497
2010,_04_07,-138.9165984,69.58237901,102,-522,-325,2,20497
2014,_04_07,-138.9165984,69.58237901,102,-510,-315,2,20497
2010,_04_07,-138.8716827,69.58237901,102,-642,-410,2,20497
2014,_04_07,-138.8716827,69.58237901,102,-696,-449,2,20497
2010,_04_07,-138.9188442,69.5846248,102,-503,-311,2,20497
2014,_04_07,-138.9188442,69.5846248,102,-595,-367,2,20497
2010,_04_07,-138.9278274,69.58687059,102,-503,-311,2,20497
2014,_04_07,-138.9278274,69.58687059,102,-595,-367,2,20497
2010,_04_07,-138.9233358,69.58911638,102,-491,-306,2,20497
2014,_04_07,-138.9233358,69.58911638,102,-690,-430,2,20497
2013,_04_07,-138.8671911,69.57564165,103,-168,-111,2,20497
2013,_04_07,-138.8649453,69.57564165,103,-168,-111,2,20497
2013,_04_07,-138.8694369,69.58013323,103,-195,-129,2,20497
2013,_04_07,-138.9165984,69.58237901,103,-286,-183,2,20497
2002,_04_07,-138.8716827,69.58237901,103,-764,-493,2,20497
2003,_04_07,-138.8716827,69.58237901,103,-484,-314,2,20497
2013,_04_07,-138.8716827,69.58237901,103,-331,-219,2,20497
2016,_04_06,-138.8716827,69.58237901,103,-710,-461,2,20497
2002,_04_07,-138.9188442,69.5846248,103,-674,-417,2,20497
2011,_04_07,-138.9188442,69.5846248,103,-651,-403,2,20497
2013,_04_07,-138.9188442,69.5846248,103,-381,-241,2,20497
2002,_04_07,-138.9278274,69.58687059,103,-674,-417,2,20497
2011,_04_07,-138.9278274,69.58687059,103,-651,-403,2,20497
2013,_04_07,-138.9278274,69.58687059,103,-381,-241,2,20497
2011,_04_07,-138.9233358,69.58911638,103,-716,-447,2,20497
2013,_04_07,-138.9233358,69.58911638,103,-350,-220,2,20497
2000,_04_06,-138.8694369,69.58013323,104,-492,-308,2,20497
2000,_04_06,-138.9165984,69.58237901,104,-417,-260,2,20497
2000,_04_06,-138.8716827,69.58237901,104,-529,-340,2,20497
2000,_04_06,-138.9188442,69.5846248,104,-536,-332,2,20497
2000,_04_06,-138.9278274,69.58687059,104,-536,-332,2,20497
2009,_04_07,-138.9188442,69.5846248,105,-602,-371,2,20757
2012,_04_06,-138.9188442,69.5846248,105,-317,-200,2,20497
2009,_04_07,-138.9278274,69.58687059,105,-602,-371,2,20757
2012,_04_06,-138.9278274,69.58687059,105,-317,-200,2,20497
2009,_04_07,-138.9233358,69.58911638,105,-601,-369,2,20757
2004,_04_06,-138.8694369,69.58013323,106,-685,-427,2,20493
2004,_04_06,-138.8716827,69.58237901,106,-731,-472,2,20493
2004,_04_06,-138.9188442,69.5846248,106,-685,-424,2,20493
2004,_04_06,-138.9278274,69.58687059,106,-685,-424,2,20493
2005,_04_07,-138.9233358,69.58911638,106,-590,-369,2,20493
2017,_04_07,-138.9233358,69.58911638,106,-278,-172,2,20493
2012,_04_06,-138.8694369,69.58013323,107,-392,-258,2,20753
2005,_04_07,-138.8671911,69.57564165,109,-590,-372,2,20753
2005,_04_07,-138.8649453,69.57564165,109,-590,-372,2,20753
2005,_04_07,-138.8694369,69.58013323,109,-565,-355,2,20753
2005,_04_07,-138.9165984,69.58237901,109,-504,-313,2,20753
2005,_04_07,-138.8716827,69.58237901,109,-597,-378,2,20753
2012,_04_06,-138.8716827,69.58237901,109,-319,-216,2,20753
2005,_04_07,-138.9188442,69.5846248,109,-585,-358,2,18705
2005,_04_07,-138.9278274,69.58687059,109,-585,-358,2,18705
2012,_04_06,-138.9233358,69.58911638,109,-360,-228,2,20493
2000,_04_06,-138.8671911,69.57564165,110,-399,-251,2,20753
2006,_04_07,-138.8671911,69.57564165,110,-489,-299,3,4366
2007,_04_07,-138.8671911,69.57564165,110,-438,-275,2,20753
2009,_04_07,-138.8671911,69.57564165,110,-667,-423,2,20753
2000,_04_06,-138.8649453,69.57564165,110,-399,-251,2,20753
2006,_04_07,-138.8649453,69.57564165,110,-489,-299,3,4366
2007,_04_07,-138.8649453,69.57564165,110,-438,-275,2,20753
2009,_04_07,-138.8649453,69.57564165,110,-667,-423,2,20753
2002,_04_07,-138.8694369,69.58013323,110,-737,-464,2,20493
2007,_04_07,-138.8694369,69.58013323,110,-488,-306,2,20753
2004,_04_06,-138.9165984,69.58237901,110,-648,-406,2,20493
2007,_04_07,-138.9165984,69.58237901,110,-420,-261,2,20753
2006,_04_07,-138.8716827,69.58237901,110,-527,-326,3,4366
2009,_04_07,-138.8716827,69.58237901,110,-706,-453,2,20753
2007,_04_07,-138.9188442,69.5846248,110,-483,-297,2,20753
2007,_04_07,-138.9278274,69.58687059,110,-483,-297,2,20753
2002,_04_07,-138.9233358,69.58911638,110,-670,-414,2,20493
2004,_04_06,-138.9233358,69.58911638,110,-654,-405,2,20493
2007,_04_07,-138.9233358,69.58911638,110,-519,-322,2,20753
2003,_04_07,-138.8671911,69.57564165,111,-495,-307,2,20493
2008,_04_06,-138.8671911,69.57564165,111,-520,-333,2,20493
2003,_04_07,-138.8649453,69.57564165,111,-495,-307,2,20493
2008,_04_06,-138.8649453,69.57564165,111,-520,-333,2,20493
2001,_04_07,-138.8694369,69.58013323,111,-580,-366,2,20493
2003,_04_07,-138.8694369,69.58013323,111,-534,-329,2,20493
2006,_04_07,-138.8694369,69.58013323,111,-518,-325,2,20753
2008,_04_06,-138.8694369,69.58013323,111,-533,-340,2,20493
2009,_04_07,-138.8694369,69.58013323,111,-528,-329,2,20753
2001,_04_07,-138.9165984,69.58237901,111,-544,-338,2,20493
2003,_04_07,-138.9165984,69.58237901,111,-483,-298,2,20493
2006,_04_07,-138.9165984,69.58237901,111,-456,-282,2,20753
2008,_04_06,-138.9165984,69.58237901,111,-422,-267,2,20493
2009,_04_07,-138.9165984,69.58237901,111,-552,-343,2,20753
2001,_04_07,-138.8716827,69.58237901,111,-597,-379,2,20493
2001,_04_07,-138.9188442,69.5846248,111,-613,-383,2,20493
2003,_04_07,-138.9188442,69.5846248,111,-568,-352,2,20493
2008,_04_06,-138.9188442,69.5846248,111,-425,-266,2,20493
2001,_04_07,-138.9278274,69.58687059,111,-613,-383,2,20493
2003,_04_07,-138.9278274,69.58687059,111,-568,-352,2,20493
2008,_04_06,-138.9278274,69.58687059,111,-425,-266,2,20493
2001,_04_07,-138.9233358,69.58911638,111,-640,-401,2,20493
2003,_04_07,-138.9233358,69.58911638,111,-665,-432,2,20493
2011,_04_07,-138.8671911,69.57564165,112,-754,-470,2,20493
2015,_04_07,-138.8671911,69.57564165,112,-516,-325,2,20497
2017,_04_07,-138.8671911,69.57564165,112,-409,-268,2,20493
2011,_04_07,-138.8649453,69.57564165,112,-754,-470,2,20493
2015,_04_07,-138.8649453,69.57564165,112,-516,-325,2,20497
2017,_04_07,-138.8649453,69.57564165,112,-409,-268,2,20493
2011,_04_07,-138.8694369,69.58013323,112,-729,-455,2,20493
2015,_04_07,-138.8694369,69.58013323,112,-619,-390,2,20497
2011,_04_07,-138.9165984,69.58237901,112,-691,-427,2,20493
2008,_04_06,-138.8716827,69.58237901,112,-553,-357,2,20493
2011,_04_07,-138.8716827,69.58237901,112,-811,-517,2,20493
2017,_04_07,-138.8716827,69.58237901,112,-513,-335,2,20493
2015,_04_07,-138.9188442,69.5846248,112,-974,-605,2,20493
2015,_04_07,-138.9278274,69.58687059,112,-974,-605,2,20493
2008,_04_06,-138.9233358,69.58911638,112,-456,-288,2,20493
2015,_04_07,-138.9233358,69.58911638,112,-595,-373,2,20497
2000,_04_22,-138.8671911,69.57564165,113,-439,-288,3,37142
2000,_04_22,-138.8649453,69.57564165,113,-439,-288,3,37142
2000,_04_22,-138.8694369,69.58013323,113,-582,-385,3,37142
2007,_04_23,-138.9165984,69.58237901,113,-539,-339,2,20493
2000,_04_22,-138.8716827,69.58237901,113,-609,-407,3,37142
2007,_04_23,-138.8716827,69.58237901,113,-546,-345,2,20497
2001,_04_23,-138.8671911,69.57564165,114,-515,-316,3,4106
2001,_04_23,-138.8649453,69.57564165,114,-515,-316,3,4106
2001,_04_23,-138.8694369,69.58013323,114,-590,-367,3,4106
2010,_04_23,-138.8694369,69.58013323,114,-1002,-646,2,20493
2000,_04_22,-138.9165984,69.58237901,114,-469,-300,3,4414
2001,_04_23,-138.9165984,69.58237901,114,-617,-386,3,4106
2001,_04_23,-138.8716827,69.58237901,114,-632,-406,3,4106
2015,_04_23,-138.9188442,69.5846248,114,-981,-617,2,20493
2015,_04_23,-138.9278274,69.58687059,114,-981,-617,2,20493
2009,_04_23,-138.8694369,69.58013323,115,-688,-438,2,20493
2015,_04_23,-138.8694369,69.58013323,115,-762,-499,2,20493
2003,_04_23,-138.9188442,69.5846248,115,-517,-323,2,20493
2009,_04_23,-138.9188442,69.5846248,115,-737,-458,2,20493
2003,_04_23,-138.9278274,69.58687059,115,-517,-323,2,20493
2009,_04_23,-138.9278274,69.58687059,115,-737,-458,2,20493
2001,_04_23,-138.9233358,69.58911638,115,-669,-433,2,20493
2003,_04_23,-138.9233358,69.58911638,115,-543,-341,2,20493
2009,_04_23,-138.9233358,69.58911638,115,-797,-499,2,20493
2003,_04_23,-138.9165984,69.58237901,116,-596,-386,2,20493
2013,_04_23,-138.8671911,69.57564165,117,-210,-134,2,20753
2013,_04_23,-138.8649453,69.57564165,117,-210,-134,2,20753
2005,_04_23,-138.8694369,69.58013323,117,-553,-363,2,20493
2005,_04_23,-138.9165984,69.58237901,117,-505,-339,2,20493
2013,_04_23,-138.9165984,69.58237901,117,-313,-196,2,20753
2005,_04_23,-138.8716827,69.58237901,117,-449,-308,2,20493
2013,_04_23,-138.8716827,69.58237901,117,-331,-214,2,20753
2005,_04_23,-138.9188442,69.5846248,117,-651,-410,2,20493
2005,_04_23,-138.9278274,69.58687059,117,-651,-410,2,20493
2012,_04_22,-138.8671911,69.57564165,118,-161,-104,2,20753
2012,_04_22,-138.8649453,69.57564165,118,-161,-104,2,20753
2012,_04_22,-138.8716827,69.58237901,118,-424,-278,2,20757
2002,_04_23,-138.8671911,69.57564165,119,-1060,-708,3,4106
2011,_04_23,-138.8671911,69.57564165,119,-806,-511,2,20493
2002,_04_23,-138.8649453,69.57564165,119,-1060,-708,3,4106
2011,_04_23,-138.8649453,69.57564165,119,-806,-511,2,20493
2017,_04_23,-138.8716827,69.58237901,119,-342,-225,2,20493
2017,_04_23,-138.9188442,69.5846248,119,-398,-250,2,20493
2017,_04_23,-138.9278274,69.58687059,119,-398,-250,2,20493
2011,_04_23,-138.9233358,69.58911638,119,-766,-479,2,20493
2017,_04_23,-138.9233358,69.58911638,119,-400,-252,2,20493
2012,_04_22,-138.8694369,69.58013323,120,-218,-142,3,4366
2014,_04_23,-138.8694369,69.58013323,120,-615,-392,2,20493
2012,_04_22,-138.9165984,69.58237901,120,-213,-138,3,4366
2014,_04_23,-138.8716827,69.58237901,120,-723,-470,2,20493
2012,_04_22,-138.9188442,69.5846248,120,-271,-175,3,4366
2014,_04_23,-138.9188442,69.5846248,120,-690,-438,2,20493
2012,_04_22,-138.9278274,69.58687059,120,-271,-175,3,4366
2014,_04_23,-138.9278274,69.58687059,120,-690,-438,2,20493
2005,_04_23,-138.9233358,69.58911638,120,-904,-600,2,20493
2012,_04_22,-138.9233358,69.58911638,120,-293,-188,3,4366
2009,_04_23,-138.8671911,69.57564165,121,-507,-391,2,20493
2009,_04_23,-138.8649453,69.57564165,121,-507,-391,2,20493
2017,_04_23,-138.8694369,69.58013323,121,-403,-255,2,20493
2009,_04_23,-138.9165984,69.58237901,121,-1042,-732,2,20493
2009,_04_23,-138.8716827,69.58237901,121,-520,-427,2,20493
2002,_04_23,-138.8694369,69.58013323,122,-611,-385,3,4106
2013,_04_23,-138.8694369,69.58013323,122,-299,-186,2,20753
2007,_04_23,-138.8671911,69.57564165,123,-506,-318,2,20493
2007,_04_23,-138.8649453,69.57564165,123,-506,-318,2,20493
2007,_04_23,-138.8694369,69.58013323,123,-498,-312,2,20493
2007,_04_23,-138.9188442,69.5846248,123,-557,-345,2,20493
2007,_04_23,-138.9278274,69.58687059,123,-557,-345,2,20493
2004,_04_22,-138.8671911,69.57564165,124,-632,-393,2,20493
2006,_04_23,-138.8671911,69.57564165,124,-458,-304,2,20753
2014,_04_23,-138.8671911,69.57564165,124,-357,-268,2,20493
2015,_04_23,-138.8671911,69.57564165,124,-584,-382,2,20493
2004,_04_22,-138.8649453,69.57564165,124,-632,-393,2,20493
2006,_04_23,-138.8649453,69.57564165,124,-458,-304,2,20753
2014,_04_23,-138.8649453,69.57564165,124,-357,-268,2,20493
2015,_04_23,-138.8649453,69.57564165,124,-584,-382,2,20493
2004,_04_22,-138.8694369,69.58013323,124,-691,-430,2,20493
2006,_04_23,-138.8694369,69.58013323,124,-511,-339,2,20753
2004,_04_22,-138.9165984,69.58237901,124,-602,-371,2,20493
2006,_04_23,-138.9165984,69.58237901,124,-476,-314,2,20753
2014,_04_23,-138.9165984,69.58237901,124,-542,-398,2,20493
2015,_04_23,-138.9165984,69.58237901,124,-611,-397,2,20493
2004,_04_22,-138.8716827,69.58237901,124,-677,-432,2,20493
2006,_04_23,-138.8716827,69.58237901,124,-507,-350,2,20753
2004,_04_22,-138.9188442,69.5846248,124,-661,-408,2,20493
2004,_04_22,-138.9278274,69.58687059,124,-661,-408,2,20493
2004,_04_22,-138.9233358,69.58911638,124,-698,-433,2,20493
2014,_04_23,-138.9233358,69.58911638,124,-435,-308,2,20493
2015,_04_23,-138.9233358,69.58911638,124,-703,-450,2,20493
2003,_04_23,-138.8671911,69.57564165,125,-478,-311,2,20493
2005,_04_23,-138.8671911,69.57564165,125,-11,-6,3,4366
2003,_04_23,-138.8649453,69.57564165,125,-478,-311,2,20493
2005,_04_23,-138.8649453,69.57564165,125,-11,-6,3,4366
2003,_04_23,-138.8694369,69.58013323,125,-569,-368,2,20493
2003,_04_23,-138.8716827,69.58237901,125,-578,-384,2,20493
2001,_04_23,-138.9188442,69.5846248,125,-726,-452,3,4106
2001,_04_23,-138.9278274,69.58687059,125,-726,-452,3,4106
2011,_04_23,-138.8694369,69.58013323,126,-661,-410,2,20493
2002,_04_23,-138.9165984,69.58237901,126,-801,-514,2,20493
2011,_04_23,-138.9165984,69.58237901,126,-657,-406,2,20493
2002,_04_23,-138.8716827,69.58237901,126,-783,-512,2,20493
2011,_04_23,-138.8716827,69.58237901,126,-640,-402,2,20493
2002,_04_23,-138.9188442,69.5846248,126,-836,-527,2,20493
2011,_04_23,-138.9188442,69.5846248,126,-669,-411,2,20493
2002,_04_23,-138.9278274,69.58687059,126,-836,-527,2,20493
2011,_04_23,-138.9278274,69.58687059,126,-669,-411,2,20493
2002,_04_23,-138.9233358,69.58911638,126,-848,-537,2,20493
2010,_04_23,-138.8671911,69.57564165,127,-641,-409,2,20753
2010,_04_23,-138.8649453,69.57564165,127,-641,-409,2,20753
2010,_04_23,-138.9165984,69.58237901,127,-649,-410,2,20493
2010,_04_23,-138.8716827,69.58237901,127,-807,-513,2,20753
2015,_04_23,-138.8716827,69.58237901,127,-575,-376,2,20493
2006,_04_23,-138.9188442,69.5846248,127,-302,-192,3,2058
2010,_04_23,-138.9188442,69.5846248,127,-830,-519,2,20493
2006,_04_23,-138.9278274,69.58687059,127,-302,-192,3,2058
2010,_04_23,-138.9278274,69.58687059,127,-830,-519,2,20493
2000,_04_22,-138.9233358,69.58911638,127,-507,-318,2,20753
2006,_04_23,-138.9233358,69.58911638,127,-337,-214,3,2058
2010,_04_23,-138.9233358,69.58911638,127,-871,-546,2,20493
2008,_04_22,-138.8671911,69.57564165,128,-235,-148,3,4370
2016,_04_22,-138.8671911,69.57564165,128,-604,-385,2,53269
2008,_04_22,-138.8649453,69.57564165,128,-235,-148,3,4370
2016,_04_22,-138.8649453,69.57564165,128,-604,-385,2,53269
2008,_04_22,-138.8694369,69.58013323,128,-539,-348,3,4366
2016,_04_22,-138.8694369,69.58013323,128,-602,-381,2,53529
2008,_04_22,-138.9165984,69.58237901,128,-394,-247,2,20753
2016,_04_22,-138.9165984,69.58237901,128,-629,-399,2,20493
